Locals,Area,Bath,Floor,Zone,Price
2,68,1,1,San Lorenzo,215000
3,80,1,2,Testaccio,300000
4,140,1,4,Torre Maura,270000
2,69,1,4,Cinecittà,225000
4,140,2,1,Tor de' Schiavi,400000
3,88,1,3,Monteverde Vecchio,290000
4,140,2,0,Vitinia,385000
2,74,1,4,Torrino,275000
3,122,Totale superficie principale,0,Anagnina,269000
2,100,1,5,Nuovo Salario,475000
2,75,1,5,Colli Albani,275000
3,90,1,1,Monteverde Vecchio,410000
3,89,2,A,Ponte di Nona,219000
4,160,2,A,San Godenzo,390000
1,40,1,4,Furio Camillo,159000
3,115,1,0,Ottavia,265000
4,116,1,5,Pigneto,349000
4,140,3,0,Bravetta,255000
4,105,2,0,Piazza Navona,460000
4,110,2,1,La Storta,215000
5,147,2,0,Fleming,620000
3,120,2,1,Monte Sacro,399000
3,90,2,3,Baldo degli Ubaldi,270000
2,64,1,1,Valle Muricana,150000
1,45,1,2,Quadraro,145000
2,60,1,0,Ponte Milvio,279000
3,80,1,4,Torresina,179900
3,55,1,R,Torre Spaccata,139000
3,104,1,6,Tor de' Schiavi,154500
2,75,1,S,Arco di Travertino,109000
2,65,1,3,Piccolomini,340000
2,67,1,3,Casal Palocco,155000
3,55,1,3,Ostia Levante,125000
5,253,3+,1,Parioli,1150000
3,120,2,0,San Giovanni,475000
2,60,1,1,Statuario,155000
2,60,1,0,Ostia Antica,155000
3,90,1,0,Ostia Ponente,229000
5,80,1,2,Torre Spaccata,185000
1,35,1,0,Centocelle,85000
3,84,1,4,Appio Latino,290000
2,66,1,S,Fleming,135000
2,63,1,2,Ostia Ponente,159000
4,85,1,4,Cinecittà,225000
3,102,1,4,Spagna,536250
2,89,1,2,Cinecittà,195000
2,63,1,1,Ostiense,220000
3,70,2,2,Settebagni,259000
5,75,1,3,Monteverde Vecchio,390000
4,110,1,5,Marconi,338000
5+,219,3,4,Farnesina,920000
3,62,1,R,Torre Spaccata,145000
3,113,1,1,Acilia,174000
1,30,1,0,Saxa Rubra,55000
3,84,2,2,Vallerano,299000
2,45,1,1,Piccolomini,279000
4,80,1,1,Ottavia,175000
3,90,2,3,Ponte di Nona,245000
4,111,2,R,Portuense,249000
4,95,1,R,Garbatella,379000
3,81,1,2,Monte Sacro,310000
2,80,1,4,Marconi,285000
4,107,2,2,Trastevere,385000
2,70,1,6,Marconi,250000
3,100,2,3,Valli,360000
5,107,1,0,Ottavia,179000
5+,135,2,3,Fleming,599000
3,92,1,1,Monteverde Nuovo,330000
2,60,1,1,San Basilio,149000
3,71,2,0,Mezzocammino,195000
2,75,1,1,Casaletto,245000
3,95,1,R,Policlinico,385000
2,55,1,1,Castel di Leva,199000
2,68,1,4,Re di Roma,295000
4,107,2,2,Trastevere,385000
3,70,2,5,Torpignattara,180000
5+,106,2,3,La Rustica,149000
4,120,2,2,Fonte Ostiense,179000
4,153,2,2,Fonte Ostiense,289000
4,120,2,4,Nuovo Salario,450000
2,40,1,1,Quadraro,106000
3,136,2,A,Garbatella,379000
3,100,1,2,Primavalle,280000
1,45,1,1,Casal Bruciato,145000
4,120,2,2,Rocca Cencia,175000
3,80,2,2,Castelverde,139000
3,95,2,1,Rocca Cencia,169000
3,80,1,3,Ostia Ponente,209000
3,100,1,0,Castel di Leva,280000
2,65,1,1,San Basilio,149000
4,105,1,3,Cinecittà,249000
2,45,1,3,Fori Imperiali,345000
3,160,3,0,Nuovo Salario,429000
4,100,2,A,Ponte Mammolo,229000
3,65,1,2,Piccolomini,340000
4,110,2,1,Colli Aniene,358000
4,98,2,3,Dragona,205000
3,108,2,5,Colli Albani,485000
3,90,1,A,Balduina,460000
2,45,1,1,Città Giardino,190000
2,40,1,3,Monti,345000
4,130,2,3,Villa Ada,740000
1,40,1,3,Pigneto,145000
3,75,2,2,Castelverde,110000
2,55,1,1,Ottavia,139000
3,101,1,5,Centocelle,320000
2,70,1,1,Tomba di Nerone,215000
4,169,2,1,Villa Chigi,649000
2,68,1,3,Casal Monastero,219000
4,152,3,3,Montagnola,569000
3,70,2,8,Cipro,410000
4,120,2,2,Città Giardino,499000
3,90,1,2,Anagnina,185000
4,120,1,3,Val Cannuta,475000
3,90,2,2,Monte Spaccato,219000
2,75,1,2,San Paolo,185000
2,40,1,0,Ostia Levante,120000
4,130,2,2,Ostia Levante,399000
3,79,2,1,Prima Porta,229000
2,35,1,0,San Giovanni,150000
2,45,1,1,Bravetta,185000
2,30,1,0,Bologna,123000
2,48,1,4,Ponte Galeria,130000
3,80,1,4,Mezzocammino,359000
5,164,2,1,Casaletto,630000
2,67,1,1,Muratella,195000
5+,240,3+,R,Axa,519000
3,95,2,0,Castelverde,149000
3,90,1,R,Colle Oppio,670000
2,80,1,8,Acilia,225000
2,62,1,R,Torre Spaccata,149000
2,45,1,0,Villa Gordiani,135000
3,60,1,0,Boccea,179000
3,70,2,1,Castelverde,135000
4,90,2,0,Casal Palocco,319000
4,130,2,3,Prati,990000
2,60,1,0,Città Giardino,179000
5+,200,3+,0,Val Cannuta,765000
5+,135,2,1,Piccolomini,510000
2,65,1,2,Axa,155000
2,60,1,1,Città Giardino,174000
3,65,1,0,Torrevecchia,179000
4,101,2,3,Quadraro,279000
2,65,1,1,Axa,169000
2,75,1,4,Ponte Mammolo,208000
3,150,1,4,Primavalle,450000
3,98,2,4,Coppedè,480000
3,90,2,A,Malafede,320000
5,105,2,3,Villa Chigi,450000
2,55,1,0,La Giustiniana,165000
4,165,2,1,Dragona,189000
3,75,2,1,Marconi,255000
2,50,1,1,Centocelle,135000
4,140,2,1,Nuovo Salario,425000
1,45,1,4,Malafede,135000
5+,200,3+,1,Montecitorio,1880000
2,45,1,3,San Giovanni,320000
2,50,1,1,Tomba di Nerone,98000
3,65,1,3,Casalotti,169000
4,110,2,2,Giuliano Dalmata,520000
2,65,1,1,Casal Palocco,339000
3,60,1,0,Torre Angela,165000
2,45,1,1,Tor Vergata,85000
2,80,1,1,San Paolo,330000
2,75,1,1,Furio Camillo,350000
5+,150,2,1,Bufalotta,520000
2,60,1,0,Balduina,189000
2,58,1,7,Furio Camillo,275000
5,125,2,8,Fonte Ostiense,280000
2,60,1,2,Villa Bonelli,179000
3,110,2,1,Farnesina,398000
2,50,1,3,Settecamini,130000
5,130,2,4,Colli Aniene,390000
3,68,1,3,Magliana,185000
4,75,1,R,Centocelle,220000
3,54,1,0,Piccolomini,285000
5,216,2,2,Delle Vittorie,1000000
3,80,1,3,Torrevecchia,258000
5,170,3,0,Dragona,315000
2,50,1,1,Piccolomini,280000
3,100,2,0,Tufello,375000
3,101,1,S,Villa Chigi,325000
4,128,2,1,Giuliano Dalmata,495000
1,50,1,6,Tor de' Schiavi,150000
2,50,1,0,Farnesina,179000
3,110,1,3,Marconi,299000
1,50,1,0,Dragona,75000
3,80,2,4,Cinecittà,249000
2,80,1,5,Ponte di Nona,108375
3,78,1,4,Magliana,175000
2,60,1,7,Villa Gordiani,120000
1,50,1,2,Ostia Levante,107000
2,60,1,0,Casal Selce,250000
4,130,1,R,Parioli,439000
3,65,1,R,Finocchio,99000
4,161,2,0,Casaletto,675000
4,89,1,5,Monteverde Vecchio,390000
2,67,1,1,Tintoretto,265000
2,60,1,1,Colle del Sole,135000
4,135,2,2,Roma 70,355000
3,100,1,1,Cipro,330000
4,160,2,3,Sallustiano,590000
2,65,1,3,Portuense,249000
2,152,1,0,Tor Pagnotta,200000
5+,140,3,2,Tomba di Nerone,450000
2,65,1,0,Ponte Milvio,280000
4,126,2,3,Garbatella,525000
3,80,1,4,Città Giardino,278000
3,100,1,R,Bravetta,290000
2,55,1,1,Muratella,199000
2,50,1,4,Centocelle,133000
4,140,2,3,Monte Sacro,345000
2,62,1,A,Casaletto,290000
3,67,1,0,Monte Spaccato,169000
4,100,3,1,Ponte di Nona,190000
4,125,2,5,Ostia Ponente,416000
3,85,1,2,Pigneto,250000
3,100,2,R,Tufello,375000
3,65,2,1,Ponte di Nona,125000
5,104,2,1,Portuense,308000
3,73,1,3,Torre Spaccata,178000
3,100,2,A,Ostia Levante,320000
1,35,1,1,Ponte di Nona,65000
3,100,1,1,Corviale,335000
2,67,1,0,Primavalle,215000
2,67,1,0,Primavalle,215000
3,115,2,4,Ostia Levante,260000
1,34,1,0,Ostia Levante,120000
2,55,1,3,Muratella,185000
4,138,3,1,Spinaceto,295000
5+,220,3,4,Vigna Stelluti,993000
4,120,1,0,San Giovanni,339000
3,91,1,0,Monteverde Vecchio,420000
3,70,1,3,Corviale,275000
4,152,1,5,Delle Vittorie,595000
2,45,1,0,Ponte di Nona,119000
3,72,1,0,Bravetta,309000
3,116,2,3,Vigna Stelluti,430000
3,70,1,2,Centocelle,175000
3,91,1,A,Prima Porta,180000
2,50,1,2,Corviale,169000
4,169,3,2,Villa Ada,1100000
3,84,1,0,Torre Maura,173000
3,139,2,1,Roma 70,350000
3,90,2,0,La Storta,185000
5,130,2,2,Torre Spaccata,295000
5+,195,3,1,Farnesina,595000
3,90,2,1,Tomba di Nerone,229000
2,70,1,3,Marconi,247000
3,100,2,6,Villa Gordiani,269000
3,87,1,7,Cinecittà,205000
3,100,2,0,Piccolomini,400000
2,40,1,A,Montagnola,245000
2,33,1,7,Pietralata,140000
4,136,2,4,Monteverde Nuovo,449000
3,110,1,1,Castelverde,129000
3,75,1,R,Castelverde,129000
5+,185,3,A,Villa Chigi,745000
2,85,1,4,Torre Spaccata,225000
3,117,2,3,Trionfale,380000
3,101,1,2,Torrevecchia,249000
3,60,1,2,Tomba di Nerone,120000
3,75,1,0,Trionfale,280000
4,145,1,R,Città Giardino,580000
4,120,2,2,Bravetta,349000
3,65,1,0,Colle del Sole,105000
4,100,2,7,Torre Spaccata,249000
5+,190,3,1,Euclide,950000
5+,160,2,A,San Giovanni,950000
3,75,1,2,Torre Maura,159000
5+,250,2,1,Villa Chigi,995000
2,71,1,3,Tomba di Nerone,235000
2,47,1,R,Torre Maura,99000
4,124,1,3,Esquilino,379000
3,83,1,0,Cinecittà,489000
3,110,2,4,Malafede,395000
5+,250,3,5,Fleming,2590000
2,70,1,2,Casal Bertone,179000
3,76,1,5,Magliana,205000
3,72,2,A,Ponte di Nona,145000
2,72,1,4,Torre Spaccata,169000
2,80,2,2,Monteverde Vecchio,495000
2,73,1,1,San Paolo,235000
2,65,1,A,Morena,126000
2,60,1,0,Finocchio,125000
2,28,1,0,Monti,205000
5,105,2,0,La Giustiniana,171000
2,55,1,1,Malafede,159000
3,105,1,3,San Giovanni,210000
3,100,1,1,Fidene,229000
3,100,1,3,Marconi,295000
2,40,1,0,Tomba di Nerone,99000
2,61,1,4,Acilia,139000
3,85,2,3,Romanina,250000
3,70,2,1,Acilia,195000
4,200,3,1,Fleming,760000
3,90,1,1,Repubblica,670000
4,140,2,2,Ponte di Nona,169000
3,80,1,7,Colli Aniene,290000
2,75,1,5,Monti Tiburtini,234000
2,52,1,1,Casaletto,239000
2,60,1,1,San Basilio,149000
3,65,1,0,Pian Savelli,139000
4,90,1,5,Centocelle,320000
3,80,2,3,Ponte Galeria,161081
2,55,1,4,Marconi,180000
3,68,1,3,Valli,260000
3,85,1,4,Cinecittà,225000
4,110,2,4,Fonte Ostiense,177000
3,90,2,2,Morena,175000
5+,181,2,5,Vigna Stelluti,860000
2,60,1,2,Castelverde,109000
3,65,1,1,Corcolle,105000
3,76,1,0,Borghesiana,166000
3,80,2,0,La Storta,169000
3,120,1,4,Tor de' Schiavi,259000
5+,130,3,0,Vigna Stelluti,530000
3,75,1,5,Monti Tiburtini,234000
4,128,2,1,Giuliano Dalmata,495000
4,90,2,1,Morena,215000
1,35,1,S,Parioli,130000
4,225,1,1,Giuliano Dalmata,590000
3,106,1,0,Cinecittà,279000
2,73,1,1,Ostia Ponente,159000
5,171,2,2,Bologna,920000
4,121,2,8,Cinecittà,349000
4,141,2,1,Cinecittà,340000
3,107,2,2,Trastevere,385000
3,105,1,3,Cinecittà,249000
3,80,1,3,Romanina,130000
3,115,2,1,Casalotti,89000
4,120,1,4,Marconi,360000
5,215,3+,0,Rinnovamento,484000
3,100,2,4,La Storta,220000
4,120,1,4,Marconi,360000
3,130,2,5,Colli Albani,419000
5+,168,2,6,Borgo,1850000
3,110,2,4,Fonte Ostiense,235000
3,120,1,4,Casal Palocco,310000
4,120,2,5,Esquilino,550000
2,73,1,3,San Giovanni,360000
2,70,1,0,Piccolomini,255000
5+,230,3,3,Flaminio,1250000
4,125,2,4,Balduina,475000
3,85,1,2,Portuense,289000
4,132,3,1,Borgo,775000
2,70,1,0,Primavalle,189000
5,206,2,4,Città Giardino,845000
2,61,1,3,Portuense,239000
5,170,2,5,Coppedè,945000
3,120,2,5,Montagnola,395000
3,70,1,0,Balduina,295000
3,81,2,5,Mostacciano,285000
3,60,1,A,La Rustica,187000
2,37,1,0,Vitinia,105000
3,85,3,6,Cinecittà,255000
4,192,2,A,Montagnola,580000
3,80,1,2,Torre Angela,125000
3,85,1,3,La Rustica,150000
3,85,2,1,Porta di Roma,279000
2,36,1,A,Quadraro,199000
4,176,2,3,Eur,780000
5+,211,2,2,Sallustiano,1190000
3,70,1,1,Casal Selce,149000
5+,165,3,A,Borgo,1850000
4,139,2,0,Casalotti,235000
3,110,1,3,La Storta,186000
4,105,2,4,Malafede,349000
3,89,2,1,La Rustica,239000
3,90,2,2,Castelverde,145000
3,61,1,3,Centocelle,162000
2,75,1,R,Tor de' Schiavi,179000
3,90,1,3,Fidene,179000
3,70,1,1,Mezzocammino,350000
3,65,1,1,Acilia,138000
2,58,1,A,Settecamini,135000
3,141,2,0,Roma 70,345000
4,150,2,5,Parioli,850000
2,42,1,2,Torre Maura,79000
2,68,1,1,San Lorenzo,215000
4,137,1,1,Portuense,385000
3,110,1,1,Monteverde Vecchio,415000
2,74,1,8,Tintoretto,330000
3,91,1,3,Colle del Sole,259000
2,50,1,1,Torre Maura,172000
2,70,1,0,Pineta Sacchetti,219000
2,78,1,3,Garbatella,240000
2,57,1,2,Castelverde,109000
3,86,1,R,Pigneto,199000
4,147,2,3,Labaro,389000
3,100,1,5,Pigneto,299000
5+,260,3,1,Aventino,1680000
2,50,1,1,Collina delle Muse,139000
3,96,1,4,La Rustica,189000
4,82,1,A,Mezzocammino,370000
3,93,2,0,Mezzocammino,299000
3,75,garantito,2,Prima Porta,150000
3,69,1,A,La Storta,149000
2,42,1,A,Centocelle,155000
3,70,1,0,Mezzocammino,265000
5,123,2,A,Mezzocammino,550000
2,61,1,2,Mezzocammino,220000
3,70,1,0,Mezzocammino,265000
3,102,2,0,Mezzocammino,320000
4,110,2,0,Mezzocammino,410000
4,115,2,2,Ostia Levante,239000
4,130,2,A,Mezzocammino,685000
4,101,2,A,Monte Sacro,380000
3,100,2,4,Mezzocammino,390000
3,82,2,1,Mezzocammino,265000
3,87,2,3,Mezzocammino,360000
4,116,2,4,Mezzocammino,495000
3,73,2,0,Corviale,249000
2,47,1,S,Parioli,145000
1,34,1,2,Monte Sacro,210000
4,140,2,1,Ostiense,785000
3,100,1,3,Ostia Ponente,260000
3,97,2,5,Marconi,275000
1,35,1,0,Primavalle,104000
3,115,2,1,Vigna Stelluti,400000
3,106,3,4,Esquilino,398000
5,120,1,2,Sallustiano,545000
2,50,1,0,Mezzocammino,239000
3,70,1,2,Mezzocammino,224000
4,119,1,7,Città Giardino,319000
2,75,1,0,Corviale,170000
3,105,2,3,Farnesina,445000
3,80,1,5,Cipro,429000
4,140,2,3,Ostia Levante,320000
3,95,1,2,Delle Vittorie,460000
2,65,1,1,Primavalle,220000
2,55,1,1,Monteverde Vecchio,265000
4,100,1,6,San Paolo,359000
3,70,1,4,Torre Maura,142000
3,110,2,3,Ostia Levante,469000
3,75,1,4,San Paolo,195000
4,110,2,2,Castel Fusano,325000
5+,120,2,0,Monteverde Vecchio,480000
2,50,1,2,Fontana Candida,110000
4,110,2,0,Borghesiana,195000
3,70,1,2,Anagnina,180000
5,260,3+,0,Rinnovamento,495000
2,80,1,5,Valli,270000
3,110,2,3,Nuovo Salario,340000
2,60,1,1,La Giustiniana,280000
2,65,1,A,Colle del Sole,170000
3,80,2,7,Delle Vittorie,430000
2,63,1,1,Montecitorio,595000
3,100,2,7,Furio Camillo,390000
4,120,2,2,Tor de' Cenci,245000
5+,158,3,2,Farnesina,780000
3,110,2,3,Giuliano Dalmata,345000
3,90,2,10,Fidene,249000
4,99,1,3,Cinecittà,289000
1,40,1,0,Centocelle,99000
4,110,2,3,Città Giardino,305000
3,100,garantito,2,Monte Spaccato,179000
3,86,1,6,Colli Albani,289000
2,70,1,1,Casal Bertone,159000
5,94,1,0,Acilia,115000
3,85,1,3,Torrevecchia,229000
5+,303,3+,2,Bologna,1200000
4,90,1,3,Monteverde Vecchio,400000
1,40,1,1,Trastevere,265000
4,62,1,1,Casal Lumbroso,75000
5+,280,3+,2,Villa Ada,1450000
2,60,1,1,Bravetta,185000
2,63,1,2,Ostia Ponente,159000
2,60,1,3,Ostia Levante,150000
5+,630,3+,3,Villa Ada,4800000
2,60,1,1,San Basilio,149000
2,62,1,R,Torre Spaccata,145000
3,110,2,1,Torrino,485000
4,147,2,2,Farnesina,650000
3,100,2,1,Torrevecchia,225000
3,100,2,2,Serpentara,289000
3,70,1,0,Bravetta,199000
4,120,2,1,Balduina,485000
2,68,1,2,Casalotti,129000
4,75,1,0,Villa Chigi,239000
4,90,1,5,Centocelle,320000
5,140,2,3,Monte Sacro,345000
4,100,1,4,Monte Sacro,200000
4,120,2,R,Settebagni,199000
3,70,1,2,Mezzocammino,270000
5,111,2,0,Settebagni,299000
4,110,2,2,Mezzocammino,390000
5+,400,3,0,Porta Pia,1890000
3,70,1,2,Mezzocammino,270000
3,71,1,1,Torrevecchia,199000
4,105,1,5,Torre Spaccata,199000
4,79,1,A,Mezzocammino,370000
5+,220,3,2,Policlinico,999000
2,70,1,2,Mezzocammino,235000
4,135,2,1,Pietralata,389000
4,80,1,3,Trastevere,750000
2,68,1,2,Torrevecchia,158000
3,60,1,1,Axa,109000
3,80,1,2,Castelverde,159000
2,50,1,1,Torre Maura,85000
2,63,1,2,Ostia Ponente,159000
3,70,1,2,Tor Vergata,149000
5+,130,2,1,Saxa Rubra,429000
4,110,3,1,Via Giulia,750000
3,90,1,1,Acilia,219000
3,90,1,R,Anagnina,268000
4,170,3,0,Casal Palocco,420000
2,55,1,1,Torre Angela,109000
3,85,1,1,Monteverde Nuovo,299000
3,110,1,5,Torre Spaccata,230000
4,170,3,1,Centocelle,374000
3,85,1,1,Monteverde Nuovo,299000
3,62,1,0,La Rustica,170000
2,49,1,0,Pigneto,129000
4,80,1,1,Ostia Levante,95000
3,83,2,5,Centocelle,350000
3,93,1,2,Bufalotta,259000
1,40,1,0,Casalotti,75000
3,116,2,0,Nuovo Salario,342000
3,80,1,1,Casalotti,135000
3,70,1,1,Valle Muricana,165000
3,89,1,3,Piccolomini,359000
3,68,1,R,Labaro,95000
3,65,1,2,Castelverde,139000
3,80,1,5,Cinecittà,269000
2,60,1,R,Ostia Levante,139000
5+,304,3+,2,Cortina d'Ampezzo,960000
3,72,1,0,Trastevere,345000
5,133,2,1,Bravetta,430000
5,160,2,1,Fleming,655000
3,75,1,1,Bravetta,270000
2,75,1,1,Casalotti,138000
2,63,1,2,Ostia Ponente,159000
5,80,1,1,Torresina,169000
2,63,1,1,Castelverde,105000
5+,141,2,2,Montagnola,430000
3,100,1,1,Piccolomini,460000
3,109,2,0,Roma 70,410000
4,131,2,0,Statuario,529000
1,40,1,2,Nuovo Salario,140000
3,99,1,4,Monteverde Nuovo,345000
3,90,1,3,Portuense,295000
4,101,1,1,Montagnola,295000
4,111,2,6,Villa Gordiani,245000
2,36,1,2,Tomba di Nerone,105000
5,148,2,4,Montagnola,430000
3,75,1,1,Bravetta,270000
3,115,2,0,Cinecittà,319000
3,78,1,4,Magliana,185000
2,54,1,1,Villaggio Olimpico,178200
3,128,2,1,Morena,269000
3,100,1,4,Monteverde Nuovo,369000
5+,309,3,1,Coppedè,1350000
1,31,1,1,Ostia Levante,103000
4,126,2,4,Bologna,505000
3,91,1,3,Mezzocammino,208000
5+,250,3+,A,Val Cannuta,820000
3,115,2,0,Cinecittà,319000
2,60,1,2,Mostacciano,145000
3,75,1,7,Villa Chigi,370000
2,60,1,3,Mezzocammino,255000
2,57,1,3,Cipro,221616
3,90,1,2,Torre Angela,155000
3,80,2,5,Torrino,430000
2,70,1,7,Cinecittà,199000
3,75,1,1,Tufello,275000
2,70,1,0,Piccolomini,227000
2,80,1,7,Centocelle,189000
3,70,1,0,Settecamini,105000
3,125,2,5,Villa Bonelli,490000
4,155,2,2,Spinaceto,265000
3,96,2,1,Ostia Antica,195000
3,100,1,2,Monte Sacro,259000
3,92,1,4,La Rustica,180000
2,60,1,1,Centocelle,155000
3,100,1,0,Flaminio,277500
3,99,1,A,Bologna,230850
2,64,1,1,Bologna,182400
3,93,1,2,Villaggio Olimpico,273420
2,50,1,4,Settecamini,145000
4,135,2,2,Case Rosse,185000
3,85,1,1,Tomba di Nerone,139000
2,44,1,5,Esquilino,219000
3,80,1,1,La Rustica,169000
3,75,1,1,Bravetta,270000
3,75,1,1,Bravetta,270000
3,117,1,2,San Giovanni,303264
3,90,1,R,Montagnola,199000
2,103,2,1,Infernetto,249000
2,110,2,1,Val Cannuta,460000
4,130,2,2,Morena,235000
3,80,2,2,Casalotti,215000
4,115,2,3,Flaminio,549000
2,42,1,1,Primavalle,140000
3,78,1,2,Torpignattara,112500
1,50,1,6,Pigneto,22650
4,105,1,2,Monte Sacro,151094
1,55,1,0,Divino Amore,45000
3,73,1,3,Villa Chigi,310000
3,100,1,1,Finocchio,130000
2,65,1,2,Borghesiana,129000
2,60,1,0,Caracalla,550000
2,70,1,0,Piccolomini,255000
2,54,1,3,Centocelle,120000
2,70,1,2,Piazzale degli Eroi,289000
2,50,1,2,Monteverde Nuovo,199000
4,138,2,5,Casal Bertone,449000
3,64,1,A,Furio Camillo,279000
2,70,1,2,Colle Oppio,435000
2,65,1,3,Bravetta,139000
3,95,1,0,Piccolomini,240000
2,70,1,0,Giardinetti,129000
2,60,1,2,Trastevere,259000
2,50,1,5,Ponte di Nona,129000
3,120,2,2,Centocelle,319000
2,85,1,0,Montagnola,259000
2,50,1,1,Infernetto,140000
3,104,2,1,Fonte Ostiense,369000
3,100,2,A,Centocelle,179000
4,221,2,4,Caracalla,1550000
3,70,1,2,Tor Vergata,189000
3,55,1,R,Villa Bonelli,210000
5,130,2,1,Cinecittà,249000
3,90,1,2,Case Rosse,169000
4,189,1,5,Cinecittà,939000
3,90,1,3,Primavalle,249000
3,80,2,2,Borghesiana,123000
4,140,2,5,Prati,840000
3,85,1,1,Casal Selce,169000
3,80,1,6,Villa Gordiani,215000
3,90,1,2,Primavalle,245000
3,100,2,2,Mostacciano,299000
4,100,2,0,Castelverde,197000
5+,240,3+,4,Piccolomini,799000
2,59,1,3,Ponte di Nona,108000
1,40,1,2,La Rustica,115000
2,78,1,4,Casal Bruciato,299500
4,114,1,1,Castelverde,115000
3,80,1,R,Trionfale,169000
4,125,2,A,Piccolomini,545000
3,91,1,1,Colle del Sole,250000
3,85,1,4,Cinecittà,225000
3,87,1,4,Torrevecchia,269000
3,65,1,1,Casalotti,165000
4,90,3,1,Esquilino,419000
2,72,1,2,Centocelle,143000
3,100,2,4,San Basilio,259000
2,62,1,1,Torre Spaccata,145000
2,87,1,5,Quadraro,245000
3,75,1,2,Monte Spaccato,218000
3,80,1,6,Villa Gordiani,199000
4,119,1,0,Monte Sacro,320000
3,126,2,3,Fonte Ostiense,559000
3,110,1,5,Torre Spaccata,205000
3,80,2,3,Marconi,340000
5+,210,3+,A,Montagnola,1050000
2,66,1,2,Torre Maura,149000
3,70,2,R,Furio Camillo,325000
2,45,1,1,Primavalle,115000
2,61,1,1,Fonte Meravigliosa,266000
3,73,2,1,Fonte Meravigliosa,325000
3,87,1,1,Torre Spaccata,198000
2,43,2,1,La Storta,110000
3,90,2,3,Corviale,375000
4,100,2,0,Rocca Cencia,185000
4,120,1,R,San Paolo,420000
4,100,1,3,Spinaceto,195000
2,60,1,1,San Basilio,149000
3,130,2,1,Tomba di Nerone,290000
2,77,1,1,Casal Bruciato,239000
2,58,1,1,Castelverde,99000
5+,252,2,R,Euclide,990000
2,80,1,5,Nuovo Salario,219000
5,140,2,1,Fleming,490000
5+,269,3,2,La Giustiniana,700000
3,82,1,1,Castelverde,134000
4,110,2,0,Morena,270000
3,82,2,4,Coppedè,430000
5,136,2,2,San Giovanni,535000
2,56,1,2,Malafede,155000
4,180,2,A,Corviale,530000
3,110,1,5,Torre Spaccata,205000
5+,216,2,4,Parioli,1090000
5,95,2,1,Vigna Stelluti,360000
2,60,1,3,Centocelle,79000
3,90,1,R,Axa,199000
3,131,2,1,Morena,229000
2,58,1,3,Cipro,250000
2,52,1,1,Torpignattara,145000
4,120,2,2,Labaro,330000
3,90,2,0,Muratella,295000
2,65,1,3,Torrino,330000
2,65,1,2,Muratella,188000
4,120,2,3,Città Giardino,529000
3,82,2,1,Farnesina,279000
3,85,2,4,Muratella,239000
5+,200,2,2,Cinecittà,850000
2,77,2,2,Monteverde Vecchio,495000
3,90,1,3,Garbatella,2600001
5+,200,3,1,Mostacciano,629000
2,55,1,3,Appio Latino,260000
2,65,1,A,Ostia Ponente,149000
2,62,1,1,Piccolomini,265000
3,60,1,A,Collina delle Muse,158000
3,65,1,A,Torre Spaccata,220000
2,67,1,4,Centocelle,149000
3,145,1,4,Torrevecchia,395000
2,50,1,2,Cortina d'Ampezzo,289000
3,80,1,2,Villa Chigi,420000
2,84,1,A,Fonte Meravigliosa,369000
2,50,1,2,Acilia,139000
3,98,2,R,Labaro,149000
4,152,2,4,Farnesina,595000
1,41,1,S,Monteverde Nuovo,125000
3,90,1,R,Balduina,295000
5,120,2,2,Case Rosse,220000
2,50,1,3,Marconi,175000
2,65,1,5,Valli,260000
4,140,2,2,Torrino,495000
4,130,1,2,Bravetta,240000
4,120,2,2,Sallustiano,595000
3,75,2,1,Bologna,495000
4,76,1,2,Torre Spaccata,139000
2,53,1,0,Casal Bertone,160000
3,75,1,3,Balduina,329000
4,110,2,2,Ostia Levante,220000
5,221,2,2,Balduina,795000
5,157,2,3,Vigna Stelluti,439000
1,47,1,A,Marconi,179000
2,60,1,1,San Basilio,149000
3,110,1,3,Ottavia,190000
3,90,1,3,Pineta Sacchetti,289000
3,110,2,1,Primavalle,285000
3,66,2,5,Bologna,320000
4,148,2,1,Piccolomini,620000
3,80,2,2,Montagnola,290000
4,97,2,3,Collina delle Muse,189000
3,116,1,5,Casal Bruciato,300000
2,104,1,4,Coppedè,590000
2,91,1,0,Fonte Meravigliosa,362000
2,66,1,R,Tomba di Nerone,195000
2,57,1,0,Torre Spaccata,135000
3,115,2,3,Città Giardino,529000
4,120,2,2,Settebagni,320000
3,75,1,1,Ostia Ponente,170000
5,190,3,1,Re di Roma,667000
3,93,1,1,Saxa Rubra,275000
3,94,1,6,Cinecittà,220000
4,110,2,3,Roma 70,349000
2,55,1,0,Centocelle,129000
4,87,1,1,Vigna Stelluti,275000
3,80,1,3,Trastevere,750000
3,65,1,1,Casalotti,165000
3,70,1,R,Testaccio,270000
2,57,1,1,Valli,195000
4,105,1,A,Centocelle,300000
2,55,1,6,Mostacciano,160000
4,114,1,3,Casal Bruciato,180000
4,140,2,2,Delle Vittorie,590000
2,55,1,0,San Lorenzo,225000
3,105,1,3,Cinecittà,249000
3,85,1,A,Casal Bertone,225000
2,65,1,0,Cinecittà,160000
4,105,1,1,Centocelle,265000
3,85,1,3,Piccolomini,359000
3,68,1,1,Castelverde,119000
3,75,2,3,La Storta,230000
3,81,2,4,Colli Aniene,275000
2,45,1,3,Centocelle,113000
